PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.185 uM,Total_Fluorescence-Activity at 0.370 uM,Total_Fluorescence-Activity at 0.739 uM,Total_Fluorescence-Activity at 1.479 uM,Total_Fluorescence-Activity at 2.959 uM,Total_Fluorescence-Activity at 5.916 uM,Total_Fluorescence-Activity at 11.83 uM,Total_Fluorescence-Activity at 23.66 uM,Total_Fluorescence-Activity at 47.32 uM,Total_Fluorescence-Activity at 94.62 uM,Total_Fluorescence-Activity at 143.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.185 uM,FP-Activity at 0.370 uM,FP-Activity at 0.739 uM,FP-Activity at 1.479 uM,FP-Activity at 2.959 uM,FP-Activity at 5.916 uM,FP-Activity at 11.83 uM,FP-Activity at 23.66 uM,FP-Activity at 47.32 uM,FP-Activity at 94.62 uM,FP-Activity at 143.8 uM,FP-Activity at 287.5 uM,Compound QC
202,17401785,135510946,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC4=CC=CC=C4C(=O)N3O)O,Inconclusive,10,,,Quencher,79.4328,74.7289,,Complete curve; partial efficacy,-4.1,2.1211,0.9827,-73.0502,1.6787,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-65.1895,,,,,,,,,,,,2.7765,1.8951,2.0141,2.8388,2.7812,3.0231,0.3822,-5.8008,-13.0301,-26.2201,-63.3424,-65.1895,Complete curve; high efficacy,-3.95,4.9549,0.9874,-108.598,-0.5666,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-107.098,,,,,,,,,,,,3.1133,-6.4757,6.2267,0.3736,-0.1245,-4.4832,-1.868,-5.7285,-0.7472,-4.1096,-85.9278,-107.098,QC'd by DPISMR
203,49645236,1093724,C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)Br)O,Active,81,,,Inhibitor,20,91.3558,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 1,4.088,,,,,,,,,,-1.0467,-0.6248,-1.7449,-1.1902,-2.8572,-0.8725,-1.6226,-4.5075,-7.0747,-13.8487,-5.1321,4.088,,,Complete curve; high efficacy,-4.699,3.5722,0.9923,-92.0982,-0.7424,-1.1,0 0 0 0 0 0 0 0 0 0 0 1,-24.0909,,,,,,,,,,-5.7576,-2.7273,2.1212,0.6061,1.6667,-0.1515,3.1818,-7.1212,-21.2121,-73.3333,-89.2424,-24.0909,,,QC'd by Asinex Ltd.
204,26747927,9571016,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl.Cl.Cl,Active,82,,,Inhibitor,70.7946,104.187,,,,,,,,4,,-0.3701,,,,,,,,,,,,2.3175,1.6281,3.6876,2.8141,4.503,5.3585,9.3743,11.9279,10.7263,7.2244,-0.4916,-0.3701,Complete curve; high efficacy,-4.15,1.8851,0.987,-106.162,-1.9751,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-95.6413,,,,,,,,,,,,-0.1245,4.1096,0.7472,-5.8531,-4.1096,-5.7285,-9.0909,-5.4795,-26.7746,-51.5567,-90.5355,-95.6413,QC'd by Microsource
205,49679707,874817,CC1=CC=C(C=C1)C2=NNC(=C2)C3=C(C=C(C=C3)OC)O,Inconclusive,10,,,Quencher,89.1251,52.9962,,Complete curve; partial efficacy,-4.05,3.132,0.9888,-57.8029,-4.8066,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-53.415,,,,,,,,,,,,-5.4865,-6.8384,-7.1464,-3.7889,-5.3355,-4.1956,-3.5585,-3.1501,-8.21,-22.7323,-52.0158,-53.415,Complete curve; partial efficacy,-4,2.3332,0.9303,-50.5274,-3.4458,-1.2,1 0 0 0 0 0 0 0 0 0 0 0,-43.9601,,,,,,,,,,,,-22.4159,-3.1133,0.4981,-2.8643,-3.736,-2.7397,-3.9851,-8.7173,-11.0834,-10.0872,-43.7111,-43.9601,QC'd by Chem Div
206,17516331,2335783,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=O)COC(=O)C4=CC=C(O4)Br,Inconclusive,21,,,Inhibitor,15.8866,37.6,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0,18.3827,,,,,,,,,,0.2665,-0.1391,0.265,0.4516,0.4178,0.5987,-0.2272,-2.0597,-4.6532,-5.8585,-7.8487,18.3827,,,Complete curve; partial efficacy,-4.799,3.0654,0.9428,-36.6,1,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,23.7879,,,,,,,,,,-1.6667,1.3636,4.0909,-0.303,5.4545,1.0606,-5.4545,3.0303,-16.9697,-33.7879,-33.0303,23.7879,,,QC'd by Enamine
207,26671226,5720057,CC1=C[N+](=CC=C1)C2=C(SC(=N2)[O-])/C=N/NC3=CC=C(C=C3)[N+](=O)[O-],Inconclusive,10,,,Quencher,70.9627,41.9461,,Partial curve; partial efficacy,-4.149,2.5884,0.9784,-39.9461,2,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-31.6217,,,,,,,,,,1.7221,3.6837,0.4741,0.6533,1.9413,5.1979,4.0791,2.1826,0.2926,-2.8338,-12.9038,-31.6217,,,Partial curve; high efficacy,-4.149,2.9023,0.989,-109.49,-1.5855,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-88.1559,,,,,,,,,,-0.7496,-4.1979,-1.3493,0.8996,-7.946,-1.6492,0.8996,2.6987,-0.7496,-9.8951,-39.5802,-88.1559,,,QC'd by null
208,49724835,16331419,CC(C(=O)N(C)CC1=CC(=CC=C1)F)N2CCN(CC2)CC3=CC(=C(C=C3)OC)OC.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,24.1506,,,,,,,,,,-7.2918,-6.3782,-4.8395,-3.2632,-2.8361,-2.7274,-1.5401,0.6867,-0.2889,1.2376,8.8858,24.1506,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,23.5382,,,,,,,,,,-20.3898,-1.0495,-2.5487,0.1499,-1.7991,4.1979,2.9985,10.3448,3.2984,12.5937,18.5907,23.5382,,,QC'd by Enamine
209,4237628,3232741,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=COC=C3,Inconclusive,20,,,Inhibitor,158.489,25.0037,,,,,,,,4,,2.0443,,,,,,,,,,,,0.6418,0.5026,1.8739,1.8597,3.6333,0.4825,2.9763,-1.7325,0.7214,7.11,1.4347,2.0443,Partial curve; partial efficacy; poor fit,-3.8,4.9549,0.8023,-27.0037,-2,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-32.5031,,,,,,,,,,,,-1.2453,1.6189,-3.1133,-3.8605,2.8643,-9.4645,-2.3661,-5.3549,-2.8643,4.6077,-11.0834,-32.5031,QC'd by Pharmacopeia
210,24783645,16188200,C1CC(OC1)CNC(=O)C2=CC=C(C=C2)OC3CCN(CC3)C(=O)C4CC4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,9.7233,,,,,,,,,,-9.098,-6.1938,-5.5557,-2.4977,-3.3432,-0.6031,0.0365,-0.4311,-0.1249,-0.0311,2.5635,9.7233,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,14.0909,,,,,,,,,,-8.4848,-2.7273,-8.3333,9.2424,14.2424,3.7879,4.697,12.1212,8.1818,16.0606,8.3333,14.0909,,,QC'd by ChemBridge
211,49731066,15995144,C1=COC(=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)Br)O,Inconclusive,20,,,Inhibitor,22.3872,47.9306,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-10.7727,,,,,,,,,,2.2809,-0.0892,-0.7509,-0.3837,0.5594,-0.3405,-0.3946,-1.4041,-6.1042,-17.1112,-15.2885,-10.7727,,,Complete curve; partial efficacy,-4.65,3.0654,0.9176,-46.5569,1.3737,-1.2,0 0 0 0 0 0 0 0 0 0 1 0,-42.4674,,,,,,,,,,1.7794,3.6773,-1.898,-0.2372,-2.4911,3.796,-2.9656,3.2028,0.949,-39.739,-76.8683,-42.4674,,,QC'd by Chem Div
212,49667027,1910997,CCN(CC)C1=NC(=NC(=N1)C2=CC=C(C=C2)C(=O)NN)C3=CC=C(C=C3)C(=O)NN,Inconclusive,20,,,Inhibitor,251.189,37.4633,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,9.1865,,,,,,,,,,,,0.4925,-1.2891,1.6693,1.8064,2.9058,2.0616,0.0366,-2.3595,0.8253,1.5314,2.709,9.1865,Single point of activity,-3.6,1.9673,0.6038,-40.4633,-3,-3,0 0 0 0 0 0 0 0 0 0 0 0,-30.3861,,,,,,,,,,,,-6.7248,0.1245,-3.9851,5.2304,-6.2267,-11.0834,-1.7435,-7.721,-0.3736,-4.8568,-2.4907,-30.3861,QC'd by InterBioScreen
213,17414227,1132322,CCC(=O)NC1=CC=C(C=C1)C2=NC(=NC(=C2)C3=CC=CC=C3)C4=CC=C(C=C4)NC(=O)CC,Active,40,,,Inhibitor,39.8107,94.8506,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,-1.3002,,,,,,,,,,,,-9.1535,-7.2338,-5.6558,-3.5959,-4.7852,-4.2736,-12.1953,-12.8836,-33.6127,-21.8686,-7.554,-1.3002,Partial curve; high efficacy,-4.4,4.4495,0.9672,-99.9452,-5.0946,-2.1,0 0 0 0 0 0 0 0 0 0 1 1,31.0087,,,,,,,,,,,,-1.2453,-8.4682,-10.8344,-4.2341,-7.3474,-6.2267,-6.3512,-2.9888,-32.5031,-104.11,-30.2615,31.0087,QC'd by DPISMR
214,50112821,9282,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)[N+]3=NC(=NN3C4=CC=C(C=C4)[N+](=O)[O-])C5=CC=CC=C5)OC)[N+]6=NC(=NN6C7=CC=C(C=C7)[N+](=O)[O-])C8=CC=CC=C8,Inconclusive,10,,,Quencher,100,43.3039,,Partial curve; partial efficacy,-4,2.4064,0.9865,-47.1114,-3.8075,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-44.6762,,,,,,,,,,,,-1.2181,-4.545,-7.1744,-3.5269,-3.0024,-4.0736,-3.4444,-3.9202,-4.8441,-18.8054,-33.4527,-44.6762,Complete curve; high efficacy,-4.649,4.9549,0.9838,-127.725,-2.8336,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-138.231,,,,,,,,,,-9.5952,3.4483,-6.5967,-13.7931,-2.3988,2.2489,-3.8981,2.6987,-9.8951,-95.8021,-119.04,-138.231,,,QC'd by SigmaAldrich
215,17413039,2870810,C1C2CC3CC1CC(C2)(C3)N4C=C(C(=N4)C(=O)NC5=CC6=CC=CC=C6C=C5)Br,Inactive,0,,,Activator,223.872,65.5172,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,28.3308,,,,,,,,,,-0.3755,-1.2591,0.3391,-1.3691,1.8256,2.3416,1.1801,0.3629,3.2316,5.0014,12.3221,28.3308,,,Single point of activity,-3.65,3.9295,0.809,58.8892,-6.6281,3,0 0 0 0 0 0 0 0 0 0 0 0,45.4433,,,,,,,,,,,,-6.8966,-11.2069,0.4926,4.1872,-4.6798,-5.665,-7.5123,-9.3596,0.3695,-13.7931,-10.5911,45.4433,QC'd by DPISMR
216,24784170,54679256,CCOC(=O)CC1=CSC(=N1)NC(=O)C2=C(C3=CC=CC=C3N(C2=O)CCC(C)C)O,Inconclusive,10,,,Quencher,44.6684,30.9597,,Partial curve; partial efficacy,-4.35,4.9549,0.9654,-36.7414,-5.7817,-2.2,0 0 0 0 0 0 0 0 0 0 1 1,-4.6954,,,,,,,,,,,,-7.1076,-7.9797,-7.4819,-4.8176,-6.313,-5.0889,-4.7296,-4.4014,-14.0414,-38.2723,1.4037,-4.6954,Partial curve; partial efficacy,-4.65,2.4064,0.8547,-63.2811,-1.3719,-2.2,0 0 0 0 0 0 0 0 0 0 0 1,4.2705,,,,,,,,,,2.6097,-7.7106,-1.6607,-1.898,-1.4235,3.2028,-13.5231,2.0166,-4.8636,-55.516,-51.3642,4.2705,,,QC'd by Asinex Ltd.
217,49675404,16315584,CC1=CC=CC=C1CN2CCN(CC2)C(C)C(=O)NCC3=CC=CC=C3,Inconclusive,20,,,Inhibitor,125.892,78.6219,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,18.2778,,,,,,,,,,-10.0745,-9.4936,-8.7153,-6.1246,-5.3857,-2.6833,-3.2301,-3.799,-3.3222,1.5066,6.1915,18.2778,,,Partial curve; partial efficacy; poor fit,-3.9,1.1,0.8754,-75.9163,2.7057,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-57.5123,,,,,,,,,,,,4.064,5.5419,8.3744,0.4926,-3.3251,2.0936,-0.2463,-17.4877,-18.4729,-7.5123,-44.2118,-57.5123,QC'd by Enamine
218,17414262,1337412,CCOC1=C(C=C(C=C1)C2=NN(C=C2/C=C\3/C(=O)N=C(S3)N)C4=CC=CC=C4)C,Inactive,0,,,Activator,177.828,48.7628,,,,,,,,4,,5.286,,,,,,,,,,,,-6.7492,-3.2848,-4.3874,-4.1888,-0.1045,-1.4277,-0.7743,-2.6089,-7.459,-8.9281,-3.03,5.286,Single point of activity,-3.75,4.9549,0.8142,48.1644,-0.5984,3,0 0 0 0 0 0 0 0 0 0 1 0,46.8244,,,,,,,,,,,,4.6077,5.8531,-9.7136,6.6002,-6.9738,1.3699,1.9925,3.9851,-1.1208,-13.4496,-17.1856,46.8244,QC'd by DPISMR
219,26726012,16745855,CCCNC(=O)C1=CC2=C(C=C1)C(=O)C(=C(N2)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.6895,,,,,,,,,,-8.5807,-6.3462,-6.5034,-4.4566,-3.4112,-2.9781,-1.1814,-1.2097,-3.04,-2.699,-2.3725,-0.6895,,,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0,-5.1515,,,,,,,,,,-16.6667,8.1818,-6.3636,15.303,-0.4545,12.4242,0.6061,-2.8788,6.2121,-5.4545,1.3636,-5.1515,,,QC'd by null
220,17515557,5199132,COC1=CC(=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CS5)OC,Inconclusive,21,,,Inhibitor,12.5893,43.3031,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0,10.6507,,,,,,,,,,0.6688,1.0516,1.1864,-0.1796,-0.6708,0.9705,0.5731,0.8515,0,-3.0643,12.0336,10.6507,,,Partial curve; partial efficacy,-4.9,2.4064,0.9325,-42.1993,1.1038,-2.2,0 0 0 0 0 0 0 0 0 0 0 1,-22.0641,,,,,,,,,,3.3215,6.9988,3.4401,-0.5931,4.745,-9.3713,-3.2028,-6.4057,-22.3013,-40.9253,-38.3155,-22.0641,,,QC'd by Life Chemicals
221,17402430,326577,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CSN=N3,Inconclusive,10,,,Fluorescent,89.1251,42.2158,,Complete curve; partial efficacy,-4.05,3.132,0.9835,38.5114,-3.7044,1.2,0 0 0 0 0 0 0 0 0 0 0 0,37.5119,,,,,,,,,,,,-7.2536,-4.5219,-3.6057,-2.6187,-2.2436,-1.6869,-1.9943,-4.8879,-4.992,11.8007,30.381,37.5119,Complete curve; partial efficacy; poor fit,-4.699,4.9549,0.8628,-30.8666,0,-1.4,0 0 0 0 0 0 0 0 0 0 0 1,19.3403,,,,,,,,,,-7.1964,3.2984,-1.949,-3.8981,-0.2999,1.6492,2.099,3.2984,-0.4498,-34.1829,-25.1874,19.3403,,,QC'd by DPISMR
222,49731343,3659357,CCC1=CC=C(C=C1)CNC(=O)CCS(=O)(=O)CC2=CC=CC=C2F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,13.6855,,,,,,,,,,-4.6941,-3.1252,-2.1539,-2.6405,2.2481,-2.224,0.8555,1.9096,1.4579,6.2157,8.179,13.6855,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,20.09,,,,,,,,,,-11.6942,-4.4978,-3.8981,-5.3973,2.2489,-3.7481,3.7481,3.7481,-0.2999,-7.6462,5.3973,20.09,,,QC'd by Chem Div
223,49675280,16301825,CC(C1=CC=CC=C1)NC(=O)C2=NC3=CC=CC=C3N=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,-14.5011,,,,,,,,,,,,-8.5627,-7.4602,-6.8285,-5.3884,-5.9798,-4.4798,-3.7708,-2.5711,-0.5496,-4.2955,-4.7475,-14.5011,,,,,,,4,,-13.325,,,,,,,,,,,,-12.3288,8.2192,2.7397,6.3512,-4.6077,15.0685,8.0946,-5.604,-3.4869,-5.2304,2.4907,-13.325,QC'd by Enamine
224,49647721,942131,CN1CCC2=C(C1)SC3=NC(=NC(=C23)N)SCC(OC)OC,Inconclusive,20,,,Inhibitor,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0,11.3462,,,,,,,,,,1.9552,0.6655,-1.2613,2.8931,4.0512,1.9814,6.8216,4.2526,2.2976,4.221,4.6466,11.3462,,,Single point of activity,,,,,,-3,,-32.1429,,,,,,,,,,,,-16.0099,-17.2414,-14.7783,1.4778,-5.9113,-40.3941,-5.4187,-3.4483,-8.0049,-14.1626,-9.9754,-32.1429,QC'd by InterBioScreen
225,17403042,3679261,C1=CC(=C(C(=C1)Cl)CN2C=CC=C(C2=O)NC(=O)C3=C(C=CC=C3Cl)Cl)Cl,Inactive,0,,,Activator,158.489,33.6494,,,,,,,,4,,4.0439,,,,,,,,,,,,1.4692,1.2727,3.0171,0.942,1.2406,2.2578,1.6851,1.9805,3.3169,1.9528,2.5118,4.0439,Partial curve; partial efficacy; poor fit,-3.8,3.99,0.836,31.5405,-2.109,2.4,0 0 0 0 0 0 0 0 0 0 0 0,36.8618,,,,,,,,,,,,1.6189,-2.4907,-2.1171,-7.2229,-8.2192,1.7435,-1.2453,6.7248,-0.7472,-5.3549,10.2117,36.8618,QC'd by DPISMR
226,49680434,16311107,C1=CC=C(C=C1)N2C=NC=C2C(=O)NC3=CC=C(C=C3)C(=O)N,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,6.9702,,,,,,,,,,-7.7277,-11.1984,-6.1271,-4.2105,-3.6739,-3.4349,-1.7003,-1.8552,-1.2519,-0.6091,0.886,6.9702,,,,,,,,,4,,8.8456,,,,,,,,,,-4.9475,7.7961,3.1484,7.1964,-1.3493,6.5967,12.4438,0.8996,7.0465,7.1964,-4.4978,8.8456,,,QC'd by Enamine
227,26664778,312002,CC1=NC=C(C=C1)C#CC(C)(C(C)(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,13.4992,,,,,,,,,,-10.9456,-7.8265,-6.4128,-3.9821,-2.2912,-2.2997,-3.4035,-1.6619,-1.3517,0.6913,5.7871,13.4992,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 1,24.5877,,,,,,,,,,-4.7976,9.4453,3.5982,7.7961,4.9475,9.2954,7.0465,6.8966,-1.3493,2.2489,8.9955,24.5877,,,QC'd by NCI Chemotherapeutic Agents Repository
228,17431564,5759278,CN\1CCS/C1=C/C=C/2\C(=O)N(C(=S)S2)CC3=CC=CC=C3,Inconclusive,10,,,Quencher,35.4813,43.0696,,Complete curve; partial efficacy,-4.45,1.9673,0.9654,-45.2191,-2.1495,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,-3.2615,,,,,,,,,,,,0.5022,0.631,-3.8441,-4.009,0.845,-5.3868,-8.7929,-9.5152,-22.6305,-40.6501,-39.6727,-3.2615,Partial curve; high efficacy,-4.299,1.6259,0.9969,-272.94,3.3958,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-215.592,,,,,,,,,,-1.7991,0,6.7466,6.1469,1.0495,10.7946,-4.9475,-6.1469,-24.1379,-77.2114,-149.775,-215.592,,,QC'd by Asinex Ltd.
229,29217477,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,Active,81,,,Inhibitor,22.3872,143.435,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,8.8494,,,,,,,,,,-11.1937,-12.368,-9.3426,-6.998,-6.0677,-4.1852,-5.9049,-8.3169,-7.9045,-8.055,-3.965,8.8494,,,Complete curve; high efficacy,-4.65,1.8265,0.9778,-139.359,4.0764,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-153.818,,,,,,,,,,,,-8.7438,3.202,1.7241,9.2365,4.4335,5.7882,-10.8374,-61.4532,-100.739,-113.67,-123.645,-153.818,QC'd by SigmaAldrich
230,26749241,5004,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,Inconclusive,10,,,Fluorescent,31.6228,102.155,,Complete curve; high efficacy,-4.5,4.9549,0.969,97.97,-4.185,1.1,0 0 0 0 0 0 0 0 0 0 0 0,117.47,,,,,,,,,,,,-9.2977,-4.9675,-6.6378,-3.4895,-3.54,-0.3072,0.432,-1.2729,65.7399,90.1705,82.1274,117.47,Complete curve; high efficacy,-4.799,1.9673,0.983,-158.26,9.8861,-1.1,0 0 0 0 0 0 1 1 0 0 0 0,-144.528,,,,,,,,,,-10.7946,19.0405,15.5922,7.6462,13.7931,13.4933,52.3238,47.976,-67.1664,-126.387,-145.727,-144.528,,,QC'd by Microsource
231,865511,666765,CC1=C2COC(CC2=C3C4=C(C(=NC=N4)NCC5CCCO5)OC3=N1)(C)C,Inconclusive,20,,,Inhibitor,125.892,46.7361,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,19.7023,,,,,,,,,,-8.0315,-8.307,-6.9219,-4.661,-2.1802,-1.5834,-1.5601,-0.6956,1.3526,2.6139,7.6136,19.7023,,,Partial curve; partial efficacy; poor fit,-3.9,3.1925,0.86,-41.2361,5.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-41.1619,,,,,,,,,,,,13.2262,3.8319,11.9901,7.293,10.136,9.2707,-6.4277,-3.5847,4.8208,-2.4722,-20.1483,-41.1619,QC'd by DPISMR
232,4258580,532088,COCC(=O)NC1=CC=CC2=CC=CC=C21,Inactive,0,,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 1 0 0 0 0 0,-1.4287,,,,,,,,,,3.4207,0.9171,1.9082,2.7314,4.7667,3.9279,4.9477,3.4283,0.1933,2.3886,-0.6591,-1.4287,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0,-27.4242,,,,,,,,,,0,-5.6061,3.4848,7.2727,-10.4545,11.6667,5.9091,9.0909,2.7273,-0.4545,-5.4545,-27.4242,,,QC'd by DPISMR
233,26664472,66733,C1=CC=C2C=C(C=CC2=C1)NC(=O)CS,Inconclusive,10,,,Quencher,158.489,35.2865,,Partial curve; partial efficacy,-3.8,3.9295,0.9343,-38.381,-3.0945,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-42.6456,,,,,,,,,,,,-5.426,-5.7302,-6.2875,-4.1717,-3.6748,-2.5119,-1.673,-0.7545,-0.9522,-3.0348,-15.2311,-42.6456,Partial curve; partial efficacy,-4.149,2.5334,0.9544,-84.2,-1.1667,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-65.303,,,,,,,,,,-7.5758,-3.4848,-7.4242,0.303,-3.7879,6.3636,2.2727,2.7273,1.2121,-11.5152,-31.8182,-65.303,,,QC'd by NCI Chemotherapeutic Agents Repository
234,49649538,13413786,C1CC2CNC3=CC=CC=C3N2C1,Inconclusive,21,,,Inhibitor,79.6214,57.4697,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-9.4631,,,,,,,,,,-10.1882,-6.5062,-5.4809,-2.9628,-3.3636,-0.1502,-1.3106,1.0599,-2.168,-1.7604,-4.8342,-9.4631,,,Partial curve; partial efficacy,-4.099,3.132,0.9113,-59.8182,-2.3485,-2.2,1 0 0 0 0 0 0 0 0 0 0 0,-49.8485,,,,,,,,,,-15.1515,-3.9394,-1.8182,-3.0303,0.9091,-6.6667,3.6364,-1.0606,1.2121,-13.7879,-13.6364,-49.8485,,,QC'd by Chem Div
235,24814141,16194242,CCCN(CCC)CCCNC(=S)NC1=CC2=C(C=C1)N=C(C=C2C)N3CCCC3,Inconclusive,20,,,Inhibitor,158.489,75.3727,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,28.1262,,,,,,,,,,-3.3591,-3.8361,-0.9455,-1.1177,1.3323,2.5534,2.8799,3.9196,6.4169,9.2955,19.8812,28.1262,,,Partial curve; high efficacy; poor fit,-3.8,2.4064,0.8737,-77.4883,-2.1156,-2.3,0 0 0 0 0 0 0 0 0 0 0 0,-80.7169,,,,,,,,,,,,2.7194,5.4388,-2.7194,-2.843,1.1125,-11.1248,-0.7417,-5.4388,-4.6972,-19.4067,-21.3844,-80.7169,QC'd by Chem Div
236,26666289,908911,CCN1C(=O)[C@H]2[C@@H](C1=O)NN=C2C(=O)C3=NC=CN=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.7537,,,,,,,,,,0.9174,4.3165,0.9456,0.2991,1.0118,1.55,1.0844,2.3576,0.5921,0.5372,-0.0919,-0.7537,,,,,,,,,4,0 1 1 0 0 0 0 0 0 0 0 0,-4.0909,,,,,,,,,,10.4545,15.9091,-0.1515,10.1515,5.4545,5.303,9.3939,5.303,7.4242,-9.3939,-9.0909,-4.0909,,,QC'd by null
